Job démarré sur gnode4 à Wed Feb 11 12:30:26 CET 2026
Run main_expe
[CONFIG] krbf__advnormalizedfitness__M3__L8__eps0p015__g0p005__ds0p01__dm0p01
  -> run QUBO_dim256_t3
     avg_score=-3234.739990 | runtime=1.54s
  -> run QUBO_dim256_t4
     avg_score=-2563.300049 | runtime=1.53s
  -> run QUBO_dim256_t5
     avg_score=-2513.860107 | runtime=1.54s
  -> run NK_dim128_t1
     avg_score=0.710014 | runtime=1.36s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.736275 | runtime=1.36s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.756372 | runtime=1.38s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.730528 | runtime=1.63s
  -> run NK_dim256_t1
     avg_score=0.707056 | runtime=1.62s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.734876 | runtime=1.64s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.746355 | runtime=1.70s
     -> TOP 1
  -> run NK_dim256_t8
     avg_score=0.713640 | runtime=2.23s
  -> run NK_dim64_t1
     avg_score=0.711191 | runtime=1.35s
  -> run NK_dim64_t2
     avg_score=0.743310 | runtime=1.39s
  -> run NK_dim64_t4
     avg_score=0.749629 | runtime=1.36s
  -> run NK_dim64_t8
     avg_score=0.739727 | runtime=1.47s
[CONFIG] krbf__advnormalizedfitness__M3__L8__eps0p033__g0p007__ds0p01__dm0p3
  -> run QUBO_dim64_t0
     avg_score=-199.320007 | runtime=1.35s
  -> run QUBO_dim64_t1
     avg_score=-148.559998 | runtime=1.35s
  -> run QUBO_dim64_t2
     avg_score=-137.979996 | runtime=1.35s
  -> run QUBO_dim64_t3
     avg_score=-412.700012 | runtime=1.35s
  -> run QUBO_dim64_t4
     avg_score=-329.339996 | runtime=1.35s
  -> run QUBO_dim64_t5
     avg_score=-308.760010 | runtime=1.35s
  -> run QUBO_dim128_t0
     avg_score=-577.039978 | runtime=1.38s
  -> run QUBO_dim128_t1
     avg_score=-439.739990 | runtime=1.37s
  -> run QUBO_dim128_t2
     avg_score=-424.640015 | runtime=1.38s
  -> run QUBO_dim128_t3
     avg_score=-1182.880005 | runtime=1.38s
  -> run QUBO_dim128_t4
     avg_score=-926.039978 | runtime=1.37s
  -> run QUBO_dim128_t5
     avg_score=-898.559998 | runtime=1.38s
  -> run QUBO_dim256_t0
     avg_score=-1601.319946 | runtime=1.54s
  -> run QUBO_dim256_t1
     avg_score=-1282.300049 | runtime=1.54s
  -> run QUBO_dim256_t2
     avg_score=-1218.300049 | runtime=1.54s
  -> run QUBO_dim256_t3
     avg_score=-3235.080078 | runtime=1.54s
  -> run QUBO_dim256_t4
     avg_score=-2588.080078 | runtime=1.54s
  -> run QUBO_dim256_t5
     avg_score=-2506.719971 | runtime=1.54s
  -> run NK_dim128_t1
     avg_score=0.709729 | runtime=1.36s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.736762 | runtime=1.36s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.754480 | runtime=1.38s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.733057 | runtime=1.63s
  -> run NK_dim256_t1
     avg_score=0.707057 | runtime=1.62s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.735007 | runtime=1.64s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.744825 | runtime=1.70s
     -> TOP 1
  -> run NK_dim256_t8
     avg_score=0.710113 | runtime=2.24s
  -> run NK_dim64_t1
     avg_score=0.711176 | runtime=1.35s
  -> run NK_dim64_t2
     avg_score=0.743319 | runtime=1.35s
  -> run NK_dim64_t4
     avg_score=0.751038 | runtime=1.36s
  -> run NK_dim64_t8
     avg_score=0.741716 | runtime=1.47s
[CONFIG] krbf__advnormalizedfitness__M3__L8__eps0p033__g0p007__ds0p15__dm0p01
  -> run QUBO_dim64_t0
     avg_score=-200.960007 | runtime=1.35s
  -> run QUBO_dim64_t1
     avg_score=-147.399994 | runtime=1.35s
  -> run QUBO_dim64_t2
     avg_score=-137.679993 | runtime=1.35s
  -> run QUBO_dim64_t3
     avg_score=-414.959991 | runtime=1.35s
  -> run QUBO_dim64_t4
     avg_score=-328.339996 | runtime=1.35s
  -> run QUBO_dim64_t5
     avg_score=-308.799988 | runtime=1.35s
  -> run QUBO_dim128_t0
     avg_score=-577.619995 | runtime=1.38s
  -> run QUBO_dim128_t1
     avg_score=-438.399994 | runtime=1.37s
  -> run QUBO_dim128_t2
     avg_score=-422.820007 | runtime=1.37s
  -> run QUBO_dim128_t3
     avg_score=-1187.260010 | runtime=1.38s
  -> run QUBO_dim128_t4
     avg_score=-938.239990 | runtime=1.37s
  -> run QUBO_dim128_t5
     avg_score=-910.280029 | runtime=1.38s
  -> run QUBO_dim256_t0
     avg_score=-1604.140015 | runtime=1.54s
  -> run QUBO_dim256_t1
     avg_score=-1274.619995 | runtime=1.54s
  -> run QUBO_dim256_t2
     avg_score=-1220.859985 | runtime=1.54s
  -> run QUBO_dim256_t3
     avg_score=-3225.820068 | runtime=1.54s
  -> run QUBO_dim256_t4
     avg_score=-2577.120117 | runtime=1.54s
  -> run QUBO_dim256_t5
     avg_score=-2536.919922 | runtime=1.54s
  -> run NK_dim128_t1
     avg_score=0.709737 | runtime=1.36s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.736387 | runtime=1.36s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.753782 | runtime=1.38s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.731118 | runtime=1.63s
  -> run NK_dim256_t1
     avg_score=0.707186 | runtime=1.62s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.734078 | runtime=1.64s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.744621 | runtime=1.71s
     -> TOP 1
  -> run NK_dim256_t8
     avg_score=0.713947 | runtime=2.24s
  -> run NK_dim64_t1
     avg_score=0.711264 | runtime=1.35s
  -> run NK_dim64_t2
     avg_score=0.744327 | runtime=1.39s
  -> run NK_dim64_t4
     avg_score=0.752798 | runtime=1.36s
  -> run NK_dim64_t8
     avg_score=0.743656 | runtime=1.47s
[CONFIG] krbf__advnormalizedfitness__M3__L8__eps0p033__g0p007__ds0p15__dm0p3
  -> run QUBO_dim64_t0
     avg_score=-199.300003 | runtime=1.35s
  -> run QUBO_dim64_t1
     avg_score=-148.500000 | runtime=1.35s
  -> run QUBO_dim64_t2
     avg_score=-138.139999 | runtime=1.35s
  -> run QUBO_dim64_t3
     avg_score=-415.320007 | runtime=1.35s
  -> run QUBO_dim64_t4
     avg_score=-329.700012 | runtime=1.35s
  -> run QUBO_dim64_t5
     avg_score=-306.519989 | runtime=1.35s
  -> run QUBO_dim128_t0
     avg_score=-576.640015 | runtime=1.38s
  -> run QUBO_dim128_t1
     avg_score=-438.619995 | runtime=1.37s
  -> run QUBO_dim128_t2
     avg_score=-425.660004 | runtime=1.38s
  -> run QUBO_dim128_t3
     avg_score=-1183.300049 | runtime=1.38s
  -> run QUBO_dim128_t4
     avg_score=-940.260010 | runtime=1.37s
  -> run QUBO_dim128_t5
     avg_score=-905.599976 | runtime=1.38s
  -> run QUBO_dim256_t0
     avg_score=-1593.459961 | runtime=1.54s
  -> run QUBO_dim256_t1
     avg_score=-1279.900024 | runtime=1.54s
  -> run QUBO_dim256_t2
     avg_score=-1216.260010 | runtime=1.54s
  -> run QUBO_dim256_t3
     avg_score=-3227.080078 | runtime=1.54s
  -> run QUBO_dim256_t4
     avg_score=-2596.580078 | runtime=1.54s
  -> run QUBO_dim256_t5
     avg_score=-2544.260010 | runtime=1.54s
  -> run NK_dim128_t1
     avg_score=0.709693 | runtime=1.36s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.736164 | runtime=1.36s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.756380 | runtime=1.38s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.730487 | runtime=1.63s
  -> run NK_dim256_t1
     avg_score=0.707111 | runtime=1.62s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.734583 | runtime=1.64s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.745559 | runtime=1.70s
     -> TOP 1
  -> run NK_dim256_t8
     avg_score=0.706903 | runtime=2.24s
  -> run NK_dim64_t1
     avg_score=0.711346 | runtime=1.35s
  -> run NK_dim64_t2
     avg_score=0.743222 | runtime=1.35s
  -> run NK_dim64_t4
     avg_score=0.755088 | runtime=1.36s
  -> run NK_dim64_t8
     avg_score=0.740940 | runtime=1.47s
[CONFIG] krbf__advnormalizedfitness__M3__L8__eps0p033__g0p007__ds0p3__dm0p01
  -> run QUBO_dim64_t0
     avg_score=-200.119995 | runtime=1.35s
  -> run QUBO_dim64_t1
     avg_score=-147.919998 | runtime=1.35s
  -> run QUBO_dim64_t2
     avg_score=-138.360001 | runtime=1.35s
  -> run QUBO_dim64_t3
     avg_score=-414.980011 | runtime=1.35s
  -> run QUBO_dim64_t4
     avg_score=-326.559998 | runtime=1.35s
  -> run QUBO_dim64_t5
     avg_score=-308.160004 | runtime=1.35s
  -> run QUBO_dim128_t0
     avg_score=-579.940002 | runtime=1.38s
  -> run QUBO_dim128_t1
     avg_score=-442.559998 | runtime=1.37s
  -> run QUBO_dim128_t2
     avg_score=-426.579987 | runtime=1.38s
  -> run QUBO_dim128_t3
     avg_score=-1182.160034 | runtime=1.38s
  -> run QUBO_dim128_t4
     avg_score=-929.039978 | runtime=1.38s
  -> run QUBO_dim128_t5
     avg_score=-904.940002 | runtime=1.38s
  -> run QUBO_dim256_t0
     avg_score=-1588.719971 | runtime=1.54s
  -> run QUBO_dim256_t1
     avg_score=-1277.119995 | runtime=1.54s
  -> run QUBO_dim256_t2
     avg_score=-1212.359985 | runtime=1.54s
  -> run QUBO_dim256_t3
     avg_score=-3239.760010 | runtime=1.54s
  -> run QUBO_dim256_t4
     avg_score=-2565.959961 | runtime=1.54s
  -> run QUBO_dim256_t5
     avg_score=-2517.439941 | runtime=1.54s
  -> run NK_dim128_t1
     avg_score=0.709647 | runtime=1.36s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.736095 | runtime=1.36s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.756554 | runtime=1.38s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.729818 | runtime=1.63s
  -> run NK_dim256_t1
     avg_score=0.707130 | runtime=1.62s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.733901 | runtime=1.64s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.746369 | runtime=1.70s
     -> TOP 1
  -> run NK_dim256_t8
     avg_score=0.711694 | runtime=2.24s
  -> run NK_dim64_t1
     avg_score=0.711632 | runtime=1.35s
  -> run NK_dim64_t2
     avg_score=0.743322 | runtime=1.39s
  -> run NK_dim64_t4
     avg_score=0.753262 | runtime=1.36s
  -> run NK_dim64_t8
     avg_score=0.738657 | runtime=1.47s
[CONFIG] krbf__advnormalizedfitness__M3__L8__eps0p033__g0p007__ds0p3__dm0p3
  -> run QUBO_dim64_t0
     avg_score=-200.339996 | runtime=1.35s
  -> run QUBO_dim64_t1
     avg_score=-148.000000 | runtime=1.35s
  -> run QUBO_dim64_t2
     avg_score=-139.000000 | runtime=1.35s
  -> run QUBO_dim64_t3
     avg_score=-412.880005 | runtime=1.35s
  -> run QUBO_dim64_t4
     avg_score=-329.500000 | runtime=1.35s
  -> run QUBO_dim64_t5
     avg_score=-309.279999 | runtime=1.35s
  -> run QUBO_dim128_t0
     avg_score=-577.820007 | runtime=1.38s
  -> run QUBO_dim128_t1
     avg_score=-441.140015 | runtime=1.37s
  -> run QUBO_dim128_t2
     avg_score=-426.119995 | runtime=1.37s
  -> run QUBO_dim128_t3
     avg_score=-1174.599976 | runtime=1.38s
  -> run QUBO_dim128_t4
     avg_score=-936.419983 | runtime=1.38s
  -> run QUBO_dim128_t5
     avg_score=-897.159973 | runtime=1.38s
  -> run QUBO_dim256_t0
     avg_score=-1597.300049 | runtime=1.54s
  -> run QUBO_dim256_t1
     avg_score=-1279.280029 | runtime=1.54s
  -> run QUBO_dim256_t2
     avg_score=-1219.739990 | runtime=1.54s
  -> run QUBO_dim256_t3
     avg_score=-3236.360107 | runtime=1.54s
  -> run QUBO_dim256_t4
     avg_score=-2582.959961 | runtime=1.54s
  -> run QUBO_dim256_t5
     avg_score=-2520.560059 | runtime=1.54s
  -> run NK_dim128_t1
     avg_score=0.709654 | runtime=1.36s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.736714 | runtime=1.36s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.755906 | runtime=1.38s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.730184 | runtime=1.63s
  -> run NK_dim256_t1
     avg_score=0.707010 | runtime=1.63s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.734360 | runtime=1.64s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.744684 | runtime=1.71s
     -> TOP 1
  -> run NK_dim256_t8
     avg_score=0.704365 | runtime=2.24s
  -> run NK_dim64_t1
     avg_score=0.711076 | runtime=1.35s
  -> run NK_dim64_t2
     avg_score=0.743015 | runtime=1.35s
  -> run NK_dim64_t4
     avg_score=0.753158 | runtime=1.36s
  -> run NK_dim64_t8
     avg_score=0.742628 | runtime=1.47s
[CONFIG] krbf__advnormalizedfitness__M3__L8__eps0p033__g0p01__ds0p01__dm0p01
  -> run QUBO_dim64_t0
     avg_score=-199.919998 | runtime=1.35s
  -> run QUBO_dim64_t1
     avg_score=-148.639999 | runtime=1.35s
  -> run QUBO_dim64_t2
     avg_score=-139.639999 | runtime=1.35s
  -> run QUBO_dim64_t3
     avg_score=-413.100006 | runtime=1.35s
  -> run QUBO_dim64_t4
     avg_score=-332.359985 | runtime=1.35s
  -> run QUBO_dim64_t5
     avg_score=-306.279999 | runtime=1.35s
  -> run QUBO_dim128_t0
     avg_score=-579.820007 | runtime=1.38s
  -> run QUBO_dim128_t1
     avg_score=-440.839996 | runtime=1.38s
  -> run QUBO_dim128_t2
     avg_score=-428.220001 | runtime=1.38s
  -> run QUBO_dim128_t3
     avg_score=-1187.380005 | runtime=1.38s
  -> run QUBO_dim128_t4
     avg_score=-932.760010 | runtime=1.38s
  -> run QUBO_dim128_t5
     avg_score=-911.320007 | runtime=1.38s
  -> run QUBO_dim256_t0
     avg_score=-1595.079956 | runtime=1.54s
  -> run QUBO_dim256_t1
     avg_score=-1267.400024 | runtime=1.54s
  -> run QUBO_dim256_t2
     avg_score=-1217.260010 | runtime=1.54s
  -> run QUBO_dim256_t3
     avg_score=-3263.199951 | runtime=1.54s
  -> run QUBO_dim256_t4
     avg_score=-2605.040039 | runtime=1.54s
  -> run QUBO_dim256_t5
     avg_score=-2538.419922 | runtime=1.54s
  -> run NK_dim128_t1
     avg_score=0.710389 | runtime=1.36s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.736924 | runtime=1.36s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.758515 | runtime=1.38s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.731015 | runtime=1.63s
  -> run NK_dim256_t1
     avg_score=0.707457 | runtime=1.62s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.735628 | runtime=1.64s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.747145 | runtime=1.70s
     -> TOP 1
  -> run NK_dim256_t8
     avg_score=0.710180 | runtime=2.24s
  -> run NK_dim64_t1
     avg_score=0.711564 | runtime=1.35s
  -> run NK_dim64_t2
     avg_score=0.743797 | runtime=1.40s
  -> run NK_dim64_t4
     avg_score=0.752206 | runtime=1.36s
  -> run NK_dim64_t8
     avg_score=0.738884 | runtime=1.47s
[CONFIG] krbf__advnormalizedfitness__M3__L8__eps0p033__g0p01__ds0p01__dm0p3
  -> run QUBO_dim64_t0
     avg_score=-202.059998 | runtime=1.35s
  -> run QUBO_dim64_t1
     avg_score=-147.960007 | runtime=1.35s
  -> run QUBO_dim64_t2
     avg_score=-138.440002 | runtime=1.35s
  -> run QUBO_dim64_t3
     avg_score=-414.480011 | runtime=1.35s
  -> run QUBO_dim64_t4
     avg_score=-330.119995 | runtime=1.35s
  -> run QUBO_dim64_t5
     avg_score=-310.920013 | runtime=1.36s
  -> run QUBO_dim128_t0
     avg_score=-584.859985 | runtime=1.38s
  -> run QUBO_dim128_t1
     avg_score=-441.299988 | runtime=1.38s
  -> run QUBO_dim128_t2
     avg_score=-426.200012 | runtime=1.38s
  -> run QUBO_dim128_t3
     avg_score=-1189.199951 | runtime=1.38s
  -> run QUBO_dim128_t4
     avg_score=-935.500000 | runtime=1.38s
  -> run QUBO_dim128_t5
     avg_score=-908.400024 | runtime=1.38s
  -> run QUBO_dim256_t0
     avg_score=-1601.819946 | runtime=1.54s
  -> run QUBO_dim256_t1
     avg_score=-1287.339966 | runtime=1.54s
  -> run QUBO_dim256_t2
     avg_score=-1207.640015 | runtime=1.54s
  -> run QUBO_dim256_t3
     avg_score=-3186.199951 | runtime=1.54s
  -> run QUBO_dim256_t4
     avg_score=-2568.739990 | runtime=1.54s
  -> run QUBO_dim256_t5
     avg_score=-2517.300049 | runtime=1.54s
  -> run NK_dim128_t1
     avg_score=0.710498 | runtime=1.36s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.737052 | runtime=1.36s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.757152 | runtime=1.38s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.725020 | runtime=1.63s
  -> run NK_dim256_t1
     avg_score=0.707342 | runtime=1.63s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.733784 | runtime=1.65s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.742167 | runtime=1.71s
     -> TOP 1
  -> run NK_dim256_t8
     avg_score=0.683707 | runtime=2.25s
  -> run NK_dim64_t1
     avg_score=0.711677 | runtime=1.35s
  -> run NK_dim64_t2
     avg_score=0.744036 | runtime=1.35s
  -> run NK_dim64_t4
     avg_score=0.753719 | runtime=1.36s
  -> run NK_dim64_t8
     avg_score=0.741577 | runtime=1.47s
[CONFIG] krbf__advnormalizedfitness__M3__L8__eps0p033__g0p01__ds0p15__dm0p01
  -> run QUBO_dim64_t0
     avg_score=-199.300003 | runtime=1.35s
  -> run QUBO_dim64_t1
     avg_score=-148.779999 | runtime=1.35s
  -> run QUBO_dim64_t2
     avg_score=-138.419998 | runtime=1.35s
  -> run QUBO_dim64_t3
     avg_score=-415.839996 | runtime=1.35s
  -> run QUBO_dim64_t4
     avg_score=-330.859985 | runtime=1.35s
  -> run QUBO_dim64_t5
     avg_score=-310.720001 | runtime=1.35s
  -> run QUBO_dim128_t0
     avg_score=-585.679993 | runtime=1.38s
  -> run QUBO_dim128_t1
     avg_score=-441.279999 | runtime=1.38s
  -> run QUBO_dim128_t2
     avg_score=-426.559998 | runtime=1.38s
  -> run QUBO_dim128_t3
     avg_score=-1202.800049 | runtime=1.38s
  -> run QUBO_dim128_t4
     avg_score=-930.479980 | runtime=1.38s
  -> run QUBO_dim128_t5
     avg_score=-909.460022 | runtime=1.38s
  -> run QUBO_dim256_t0
     avg_score=-1603.660034 | runtime=1.54s
  -> run QUBO_dim256_t1
     avg_score=-1276.680054 | runtime=1.54s
  -> run QUBO_dim256_t2
     avg_score=-1214.979980 | runtime=1.54s
  -> run QUBO_dim256_t3
     avg_score=-3217.560059 | runtime=1.54s
  -> run QUBO_dim256_t4
     avg_score=-2580.000000 | runtime=1.54s
  -> run QUBO_dim256_t5
     avg_score=-2524.300049 | runtime=1.54s
  -> run NK_dim128_t1
     avg_score=0.710535 | runtime=1.36s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.735731 | runtime=1.36s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.757683 | runtime=1.38s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.731306 | runtime=1.63s
  -> run NK_dim256_t1
     avg_score=0.707464 | runtime=1.63s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.734825 | runtime=1.64s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.747091 | runtime=1.71s
     -> TOP 1
  -> run NK_dim256_t8
     avg_score=0.704407 | runtime=2.24s
  -> run NK_dim64_t1
     avg_score=0.711818 | runtime=1.35s
  -> run NK_dim64_t2
     avg_score=0.744430 | runtime=1.39s
  -> run NK_dim64_t4
     avg_score=0.753041 | runtime=1.36s
  -> run NK_dim64_t8
     avg_score=0.744540 | runtime=1.47s
[CONFIG] krbf__advnormalizedfitness__M3__L8__eps0p033__g0p01__ds0p15__dm0p3
  -> run QUBO_dim64_t0
     avg_score=-201.520004 | runtime=1.35s
  -> run QUBO_dim64_t1
     avg_score=-150.220001 | runtime=1.35s
  -> run QUBO_dim64_t2
     avg_score=-139.320007 | runtime=1.35s
  -> run QUBO_dim64_t3
     avg_score=-418.480011 | runtime=1.35s
  -> run QUBO_dim64_t4
     avg_score=-328.600006 | runtime=1.35s
  -> run QUBO_dim64_t5
     avg_score=-309.480011 | runtime=1.36s
  -> run QUBO_dim128_t0
     avg_score=-577.000000 | runtime=1.38s
  -> run QUBO_dim128_t1
     avg_score=-443.279999 | runtime=1.38s
  -> run QUBO_dim128_t2
     avg_score=-424.359985 | runtime=1.38s
  -> run QUBO_dim128_t3
     avg_score=-1190.300049 | runtime=1.38s
  -> run QUBO_dim128_t4
     avg_score=-943.400024 | runtime=1.38s
  -> run QUBO_dim128_t5
     avg_score=-904.580017 | runtime=1.38s
  -> run QUBO_dim256_t0
     avg_score=-1586.880005 | runtime=1.55s
  -> run QUBO_dim256_t1
     avg_score=-1277.640015 | runtime=1.54s
  -> run QUBO_dim256_t2
     avg_score=-1205.979980 | runtime=1.54s
  -> run QUBO_dim256_t3
     avg_score=-3189.360107 | runtime=1.55s
  -> run QUBO_dim256_t4
     avg_score=-2567.600098 | runtime=1.54s
  -> run QUBO_dim256_t5
     avg_score=-2510.899902 | runtime=1.54s
  -> run NK_dim128_t1
     avg_score=0.710316 | runtime=1.36s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.736753 | runtime=1.37s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.756627 | runtime=1.38s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.723309 | runtime=1.64s
  -> run NK_dim256_t1
     avg_score=0.707421 | runtime=1.63s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.734009 | runtime=1.65s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.742351 | runtime=1.71s
     -> TOP 1
  -> run NK_dim256_t8
     avg_score=0.676784 | runtime=2.24s
  -> run NK_dim64_t1
     avg_score=0.711791 | runtime=1.36s
  -> run NK_dim64_t2
     avg_score=0.744032 | runtime=1.35s
  -> run NK_dim64_t4
     avg_score=0.753028 | runtime=1.36s
  -> run NK_dim64_t8
     avg_score=0.742746 | runtime=1.48s
[CONFIG] krbf__advnormalizedfitness__M3__L8__eps0p033__g0p01__ds0p3__dm0p01
  -> run QUBO_dim64_t0
     avg_score=-200.979996 | runtime=1.35s
  -> run QUBO_dim64_t1
     avg_score=-148.460007 | runtime=1.35s
  -> run QUBO_dim64_t2
     avg_score=-138.259995 | runtime=1.35s
  -> run QUBO_dim64_t3
     avg_score=-415.200012 | runtime=1.35s
  -> run QUBO_dim64_t4
     avg_score=-331.980011 | runtime=1.35s
  -> run QUBO_dim64_t5
     avg_score=-310.000000 | runtime=1.35s
  -> run QUBO_dim128_t0
     avg_score=-575.820007 | runtime=1.38s
  -> run QUBO_dim128_t1
     avg_score=-441.760010 | runtime=1.38s
  -> run QUBO_dim128_t2
     avg_score=-425.839996 | runtime=1.38s
  -> run QUBO_dim128_t3
     avg_score=-1183.180054 | runtime=1.38s
  -> run QUBO_dim128_t4
     avg_score=-936.159973 | runtime=1.38s
  -> run QUBO_dim128_t5
     avg_score=-900.280029 | runtime=1.38s
  -> run QUBO_dim256_t0
